brand,carName,carImg,saleVolume,price,muanfactuer,rank,carModel,energeType,marketTime,insure
沃尔沃,沃尔沃S60,https://p3-dcd.byteimg.com/img/motor-mis-img/917e910a69010277adf7b04033758613~tplv-resize:640:0.png,1629,"[18.9, 25.81]",沃尔沃亚太,224,中型车,48V轻混系统,2024.06,3年不限公里
ARCFOX极狐,极狐 考拉,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/61a295098a194091a94639d40b5c10a6~tplv-resize:640:0.png,1628,"[11.98, 15.88]",北汽新能源,225,紧凑型MPV,纯电动,2023.09,5年或12万公里
ARCFOX极狐,极狐 阿尔法S5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/62b8d4dd26a34ec78aa9741491e89c54~tplv-resize:640:0.png,1622,"[12.9, 18.5]",北汽新能源,226,中型车,纯电动,2024.08,3年12万公里
阿维塔,阿维塔 12,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9f103ca925eb42b0af887cc4011f7193~tplv-resize:640:0.png,1596,"[26.58, 37.88]",阿维塔科技,227,中大型车,纯电动,2024.03,5年或12万公里
江铃集团新能源,小麒麟,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d13f128f45534d52b3ea09b9214b96b2~tplv-resize:640:0.png,1592,"[4.99, 5.89]",江铃集团新能源,228,微型车,纯电动,2023.08,3年或6万公里
极氪,ZEEKR 009,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/05e891a13ed246f8b3d28415a1735893~tplv-resize:640:0.png,1591,"[43.9, 78.9]",极氪,229,中大型MPV,纯电动,2024.07,4年或10万公里
东风风神,皓瀚,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7a07d88623a346058756af5631710351~tplv-resize:640:0.png,1563,"[8.69, 11.39]",东风乘用车,230,紧凑型SUV,汽油,2024.03,3年或10万公里
智界,智界S7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0e17f8fdf5994a98aab29bf74279e0bf~tplv-resize:640:0.png,1541,"[24.98, 34.98]",奇瑞汽车,231,中大型车,纯电动,2024.04,4年或10万公里
荣威,荣威RX5,https://p3-dcd.byteimg.com/img/motor-mis-img/50e4ec0931df36a7ac8c841a023e5a60~tplv-resize:640:0.png,1521,"[7.49, 13.59]",上汽集团,232,紧凑型SUV,汽油,2022.08,3年或10万公里
本田,本田HR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/24baeca15ca34c83a4e9ceaf09de58ea~tplv-resize:640:0.png,1520,"[11.59, 18.49]",东风本田,233,紧凑型SUV,汽油,2024.04,3年或10万公里
埃安,AION V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/614a4621253c4dc798362d4a8600376e~tplv-resize:640:0.png,1479,"[12.98, 18.98]",广汽埃安新能源,234,紧凑型SUV,纯电动,2024.07,4年或15万公里
比亚迪,宋L DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6dfaee65baf84590a77bc404502b8332~tplv-resize:640:0.png,1462,"[13.58, 17.58]",比亚迪,235,中型SUV,插电式混合动力,2024.07,6年或15万公里
小鹏汽车,小鹏X9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/dea281f2400b459897787fc584c29832~tplv-resize:640:0.png,1459,"[35.98, 41.98]",小鹏汽车,236,中大型MPV,纯电动,2024.01,5年或12万公里
现代,现代ix35,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/4759d1d531d7489dbb01a2bad3506c6b~tplv-resize:640:0.png,1451,"[9.98, 14.58]",北京现代,237,紧凑型SUV,汽油,2023.06,可选：5年或10万公里/7年或7万公里/3年或15万公里
坦克,坦克700 Hi4-T,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/dba086fd7b2f4b1ebf8b104dc26331c3~tplv-resize:640:0.png,1400,"[42.8, 70]",长城汽车,239,中大型SUV,插电式混合动力,2024.02,5年或15万公里
福特,探险者,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/31302546ff654c8cb31296e9b85fe510~tplv-resize:640:0.png,1400,"[29.98, 39.98]",长安福特,240,中大型SUV,汽油,2022.09,3年或10万公里
荣威,荣威D7 DMH,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fde7c9bf8c4d47d2911c150aa53fc207~tplv-resize:640:0.png,1397,"[10.58, 12.58]",上汽集团,241,中型车,插电式混合动力,2023.11,6年或15万公里
东风风光,风光ix5,https://p9-dcd.byteimg.com/img/motor-mis-img/9519498106439cdc90e3620b34127cfb~tplv-resize:640:0.png,1380,"[9.98, 16.59]",东风小康,242,中型SUV,汽油,2022.05,7年或15万公里
小鹏汽车,小鹏P7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/008ce8adb1ad4b24acfb8fade865172a~tplv-resize:640:0.png,1370,"[19.39, 27.49]",小鹏汽车,243,中型车,纯电动,2023.11,5年或12万公里
领克,领克06 EM-P,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0b14beda740d47ea8db4e20cec55f377~tplv-resize:640:0.png,1359,"[12.28, 14.28]",领克,244,小型SUV,插电式混合动力,2023.11,5年或10万公里
捷途,捷途山海L9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b9e5ca8991bf4b4e958169de5c91d192~tplv-resize:640:0.png,1325,"[15.89, 18.09]",奇瑞汽车,245,中型SUV,插电式混合动力,2023.11,4年或10万公里
大众,揽境,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bf37b7018ff14ebd9f55a164daa4e2c4~tplv-resize:640:0.png,1324,"[20.89, 34.69]",一汽大众,246,中大型SUV,汽油,2024.06,3年或10万公里
腾势,腾势N7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/64c39c89935142829cfe0ca295dc9538~tplv-resize:640:0.png,1310,"[23.18, 32.18]",腾势汽车,247,中型SUV,纯电动,2024.04,6年或15万公里
五菱汽车,五菱星云,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8e1e7ccb63a5461ca752b715b97dcba2~tplv-resize:640:0.png,1308,"[7.98, 9.08]",上汽通用五菱,248,紧凑型SUV,油电混合,2023.09,3年或10万公里
五菱汽车,五菱星驰,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8aeb5f1c39fe4c509540e272edfac572~tplv-resize:640:0.png,1271,"[4.88, 7.78]",上汽通用五菱,249,小型SUV,汽油,2023.04,3年或10万公里
本田,艾力绅,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d874253ddcab4fbeac2e52354f3d9e62~tplv-resize:640:0.png,1267,"[20.98, 26.18]",东风本田,251,中型MPV,油电混合,2023.07,3年或10万公里
SRM鑫源,金海狮,https://p3-dcd.byteimg.com/img/motor-mis-img/420edba187de7d68b797455324ccd5af~tplv-resize:640:0.png,1261,"[6.09, 10.59]",鑫源汽车,252,微面,汽油,2023.09,2年或10万公里
大众,Polo,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a6ee19f8cb8b4ad8bab7f2b3cb0e4fa1~tplv-resize:640:0.png,1258,"[5.89, 9.29]",上汽大众,253,小型车,汽油,2023.05,3年或10万公里
日产,奇骏,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5ae572c93a99402d89bab23657b64d6e~tplv-resize:640:0.png,1237,"[11.99, 20.29]",东风日产,254,紧凑型SUV,汽油电驱,2024.08,3年或10万公里
极氪,ZEEKR X,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/87bf9e60731445798436e52d5c9c042d~tplv-resize:640:0.png,1231,"[17.9, 22]",极氪,255,紧凑型SUV,纯电动,2024.07,4年或10万公里
奥迪,奥迪Q4 e-tron,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1830284b40ab4b27b72d12c96c731e08~tplv-resize:640:0.png,1214,"[19.13, 24.23]",一汽奥迪,256,紧凑型SUV,纯电动,2023.11,3年或10万公里
启辰,启辰D60 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/9defc15eb235673157d66da8cbba5273~tplv-resize:640:0.png,1214,"[13.98, 14.78]",东风日产,257,紧凑型车,纯电动,2022.10,3年或12万公里
马自达,马自达3 昂克赛拉,https://p3-dcd.byteimg.com/img/motor-mis-img/2ed9950bbf60e473727cf3735528e032~tplv-resize:640:0.png,1213,"[8.59, 17.99]",长安马自达,258,紧凑型车,汽油,2023.07,3年或10万公里
丰田,威飒,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/97f0b1f0d49d4d95845a17fda2bf026e~tplv-resize:640:0.png,1204,"[17.68, 26.38]",广汽丰田,259,中型SUV,汽油,2024.06,3年或10万公里
本田,冠道,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fc979e09cc8f450c9a1dceb57d57ec05~tplv-resize:640:0.png,1201,"[17.98, 26.98]",广汽本田,260,中型SUV,汽油,2023.08,3年或10万公里
奔驰,威霆,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/597d2a870fe7486ea303f942cc95a084~tplv-resize:640:0.png,1200,"[18.88, 37.68]",福建奔驰,261,中大型MPV,48V轻混系统,2024.08,3年或6万公里
五菱汽车,五菱缤果PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/4fd05310cc9a472db6fcc2462023852b~tplv-resize:640:0.png,1193,"[8.98, 9.58]",上汽通用五菱,262,小型SUV,纯电动,2024.03,4年或15万公里
奇瑞,瑞虎5x,https://p3-dcd.byteimg.com/img/motor-mis-img/bf49fad02231fbc7c729f23640775a75~tplv-resize:640:0.png,1178,"[5.59, 10.19]",奇瑞汽车,264,小型SUV,汽油,2024.04,3年或10万公里
长安,长安CS35 PLUS,https://p3-dcd.byteimg.com/img/motor-mis-img/810127c3c51f072dd2ea70a1a5aa09db~tplv-resize:640:0.png,1175,"[7.49, 8.69]",长安汽车,265,小型SUV,汽油,2023.09,3年或10万公里
福特,领睿,https://p9-dcd.byteimg.com/img/motor-mis-img/2e84d7b827ee1d79eea53e9aec7ff9de~tplv-resize:640:0.png,1163,"[9.68, 13.98]",江铃福特,266,中型SUV,汽油,2023.08,3年或10万公里
日产,劲客,https://p3-dcd.byteimg.com/img/motor-mis-img/504fb3220f62bbc899bbe7bdbdb15d0a~tplv-resize:640:0.png,1151,"[8.18, 9.58]",东风日产,267,小型SUV,汽油,2023.07,3年或10万公里
北汽制造,锐胜王牌M7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9ab40d5c662d43be9e3e28282ab17ad7~tplv-resize:640:0.png,1150,"[5.98, 15.68]",北京汽车制造厂,268,中大型MPV,汽油,2024.04,3年或6万公里
极越,极越01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/13cd0c78b59747e6add06181ce5f7883~tplv-resize:640:0.png,1143,"[21.49, 30.49]",极越,269,中大型SUV,纯电动,2024.08,4年或10万公里
星途,星途瑶光 C-DM,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0a2b0b9d093c4c37a5a43eab6c7ad182~tplv-resize:640:0.png,1136,"[15.98, 22.58]",星途,270,中型SUV,插电式混合动力,2024.03,3年或10万公里
广汽传祺,传祺E9 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3da48c68376e4e158a93ba1e44310602~tplv-resize:640:0.png,1131,"[31.98, 40.98]",广汽传祺,271,中大型MPV,插电式混合动力,2024.04,3年或10万公里
东风风神,东风风神E70,https://p3-dcd.byteimg.com/img/motor-mis-img/3645e5106165def002a7ab1f2300c71c~tplv-resize:640:0.png,1067,"[14.28, 15.38]",东风乘用车,272,紧凑型车,纯电动,2023.03,3年或30万公里
林肯,林肯Z,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a0ec714df18440fa98cb7ce39a6d5213~tplv-resize:640:0.png,1058,"[21.38, 34.38]",长安林肯,273,中型车,汽油,2024.03,5年或14万公里
思铭,东风本田M-NV,https://p9-dcd.byteimg.com/img/motor-mis-img/b20ad2749ca184a995d7d9b88d20b147~tplv-resize:640:0.png,1056,"[11.58, 12.58]",东风本田,274,小型SUV,纯电动,2023.06,3年或12万公里
日产,骐达TIIDA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c2bc63fa5a1142b9aba74bf02210d1cc~tplv-resize:640:0.png,1047,"[7.99, 10.59]",东风日产,275,紧凑型车,汽油,2023.08,3年或10万公里
荣威,荣威D7 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/279198c170654088bb304d89cfc3d72f~tplv-resize:640:0.png,1036,"[12.98, 18.08]",上汽集团,276,中型车,纯电动,2024.03,6年或15万公里
东风风神,奕炫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f2597be887af41fdb6174c3200a98d2c~tplv-resize:640:0.png,1026,"[6.49, 9.39]",东风乘用车,277,紧凑型车,汽油,2024.01,3年或10万公里
长安欧尚,长安欧尚Z6 iDD新能源,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d2a56308a184ed89115a0b35d840d2e~tplv-resize:640:0.png,1016,"[11.68, 13.18]",长安汽车,278,紧凑型SUV,插电式混合动力,2023.06,3年或12万公里
SWM斯威汽车,斯威G01,https://p3-dcd.byteimg.com/img/motor-mis-img/ebaf0a6393b02410b033ae200675abdc~tplv-resize:640:0.png,1013,"[26.98, 26.98]",SWM斯威汽车,279,紧凑型SUV,汽油,2022.09,3年或6万公里
东风风行,风行星海V9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe4bf78eb9a443228981a116995fb7b6~tplv-resize:640:0.png,1011,"[19.99, 27.99]",东风风行,280,中大型MPV,插电式混合动力,2024.06,8年或16万公里
比亚迪,唐EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0e4eb3c18a9b4970b9fb9102879d383a~tplv-resize:640:0.png,1009,"[21.98, 26.98]",比亚迪,281,中型SUV,纯电动,2024.04,6年或15万公里
标致,标致408,https://p9-dcd.byteimg.com/img/motor-mis-img/e734863947662cd987a9be96b479f828~tplv-resize:640:0.png,979,"[8.67, 10.67]",东风标致,282,紧凑型车,汽油,2024.03,5年或15万公里
东风风行,菱智,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1b4c5e581271490ab064442a9188b466~tplv-resize:640:0.png,975,"[5.49, 9.49]",东风风行,283,中型MPV,汽油,2023.09,5年或10万公里
长安,长安UNI-K,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/458c4ef6b652476e8519de66e0912a74~tplv-resize:640:0.png,973,"[12.69, 15.69]",长安汽车,284,中型SUV,汽油,2023.11,3年或10万公里
宝马,宝马i5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1081a6e139924a17a8a06e5a92353e23~tplv-resize:640:0.png,938,"[37.99, 40.59]",华晨宝马,286,中大型车,纯电动,2024.01,3年或10万公里
现代,索纳塔,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d6d54839e6846ef9a26c1c66cc68d61~tplv-resize:640:0.png,937,"[13.28, 17.98]",北京现代,287,中型车,汽油,2024.03,可选：3年或15万公里/5年或10万公里/7年或7万公里
比亚迪,护卫舰07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/25da945746f842dbac9e8ec9d481fb6e~tplv-resize:640:0.png,926,"[17.98, 25.98]",比亚迪,288,中型SUV,插电式混合动力,2024.03,6年或15万公里
广汽传祺,影豹,https://p3-dcd.byteimg.com/img/motor-mis-img/d0be756edf1c5cf4c9e6552497309e85~tplv-resize:640:0.png,921,"[9.3, 15]",广汽传祺,289,紧凑型车,汽油,2024.05,3年或10万公里
大运,远志M1,https://p9-dcd.byteimg.com/img/motor-mis-img/1391df865bb70731fc6a7ad8cce7f124~tplv-resize:640:0.png,921,"[15.98, 30.38]",大运汽车,290,中型MPV,纯电动,2024.05,3年或12万公里
捷豹,捷豹XFL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ff4471d5fe15485abe12491dc23c2c78~tplv-resize:640:0.png,919,"[27, 33]",奇瑞捷豹路虎,291,中大型车,汽油,2024.02,3年或10万公里
起亚,狮铂拓界,https://p3-dcd.byteimg.com/img/motor-mis-img/64635680904a46d6cc34230eaf9a9552~tplv-resize:640:0.png,913,"[11.98, 17.78]",起亚,292,紧凑型SUV,汽油,2022.11,5年或10万公里
大众,威然,https://p3-dcd.byteimg.com/img/motor-mis-img/5dc411ad7f5c2d9d8d69255c864cfded~tplv-resize:640:0.png,900,"[18.58, 29.88]",上汽大众,293,中大型MPV,汽油,2023.08,3年或10万公里
启辰,启辰VX6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/de8d87c33dcb4bcbb18ea3db22b8462c~tplv-resize:640:0.png,892,"[12.19, 14.18]",东风日产,294,紧凑型SUV,纯电动,2024.08,6年或15万公里
本田,本田XR-V,https://p9-dcd.byteimg.com/img/motor-mis-img/75fc061a24092b6aa7cca9a14f8e8a2e~tplv-resize:640:0.png,880,"[9.19, 11.19]",东风本田,295,小型SUV,汽油,2023.08,3年或10万公里
东风富康,e爱丽舍,https://p9-dcd.byteimg.com/img/motor-mis-img/9ceefa4a99be7a2c74240137c1d04568~tplv-resize:640:0.png,878,"[12.98, 13.98]",神龙汽车,296,紧凑型车,纯电动,2021.03,3年或12万公里
路虎,发现运动版,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/42df37a2a1d24acdb11be0f719bd8502~tplv-resize:640:0.png,874,"[24.5, 27.3]",奇瑞捷豹路虎,297,中型SUV,48V轻混系统,2024.07,3年或10万公里
路虎,揽胜极光,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/358ba7359ff7457597d529963c7891e0~tplv-resize:640:0.png,865,"[23.56, 31]",奇瑞捷豹路虎,298,中型SUV,48V轻混系统,2024.04,3年或10万公里
别克,世纪,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c5b214e5d3fa4fa89c233743b464e318~tplv-resize:640:0.png,853,"[46.99, 68.99]",上汽通用别克,299,中大型MPV,48V轻混系统,2023.08,3年或10万公里
远航汽车,远航Y6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e5a90fd829584198b01a22b25cc5d70a~tplv-resize:640:0.png,850,"[19.98, 33.98]",远航汽车,300,大型车,纯电动,2024.08,6年或16万公里
smart,smart精灵#3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ce918680652d4e4db03cb38be9e2e23d~tplv-resize:640:0.png,848,"[16.49, 28.99]",smart,301,紧凑型SUV,纯电动,2024.04,4年或15万公里
吉利几何,吉利几何A,https://p9-dcd.byteimg.com/img/motor-mis-img/ef638ed8ed491bd5bb2a12337d91faa9~tplv-resize:640:0.png,836,"[11.58, 12.58]",吉利几何,302,紧凑型车,纯电动,2023.08,4年或15万公里
现代,库斯途,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ab112cc53c61428599a02cc75c895c91~tplv-resize:640:0.png,827,"[14.98, 20.08]",北京现代,303,中大型MPV,汽油,2024.08,5年或10万公里
上汽大通MAXUS,大通G50,https://p9-dcd.byteimg.com/img/motor-mis-img/1f8cf3e8aa8da7a93d7fa90a0ed6e5d6~tplv-resize:640:0.png,825,"[7.78, 14.08]",上汽大通,304,紧凑型MPV,汽油,2024.03,3年或6万公里
启辰,启辰D60,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/19edcae930eb41e6995bb85e5ae1dea3~tplv-resize:640:0.png,825,"[5.98, 9.98]",东风日产,305,紧凑型车,汽油,2023.02,3年或10万公里
蔚来,蔚来ES8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/94095b474bee49fe9cf4700d9f323b90~tplv-resize:640:0.png,822,"[49.8, 59.8]",蔚来,306,中大型SUV,纯电动,2024.02,3年或12万公里
本田,飞度,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b904c6bfc5094657bbcad15af499fd16~tplv-resize:640:0.png,822,"[7.18, 9.38]",广汽本田,307,小型车,汽油,2024.03,3年或10万公里
荣威,荣威D5X DMH,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5f76e3a9f0684a529d8a128efb9bb365~tplv-resize:640:0.png,821,"[11.98, 13.68]",上汽集团,308,紧凑型SUV,插电式混合动力,2024.05,6年或15万公里
江淮钇为,钇为3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d3b291d46e574b7db4455249b26a1887~tplv-resize:640:0.png,819,"[6.99, 11.99]",江汽集团,309,小型车,纯电动,2024.03,4年或15万公里
捷豹,捷豹XEL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/738f5783073047c080a6da837c236b97~tplv-resize:640:0.png,819,"[18, 24]",奇瑞捷豹路虎,310,中型车,汽油,2023.10,3年或10万公里
日产,探陆,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1e9d215e79504327b7fcee191d8caaf4~tplv-resize:640:0.png,812,"[22.58, 28.78]",东风日产,311,中大型SUV,汽油,2024.03,3年或10万公里
大众,ID.7 VIZZION,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a499c1503f94e379f3ae8e665cf41ed~tplv-resize:640:0.png,810,"[19.77, 23.27]",一汽大众,312,中型车,纯电动,2023.12,3年或10万公里
丰田,凌放HARRIER,https://p3-dcd.byteimg.com/img/motor-mis-img/b797413d40370e0efc7a2dfa9b5e9cf7~tplv-resize:640:0.png,810,"[14.88, 23.58]",一汽丰田,313,中型SUV,汽油,2023.05,3年或10万公里
哈弗,哈弗M6,https://p3-dcd.byteimg.com/img/motor-mis-img/3318a942828459ec7ce8bd81f8e187d9~tplv-resize:640:0.png,805,"[6.19, 8.29]",长城汽车,314,紧凑型SUV,汽油,2023.03,3年或10万公里
本田,缤智,https://p9-dcd.byteimg.com/img/motor-mis-img/8667f54bc5d28b9ee06bf37dc60cc85f~tplv-resize:640:0.png,793,"[8.99, 10.99]",广汽本田,315,小型SUV,汽油,2022.11,3年或10万公里
红旗,红旗H6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fa72daa861444c8898700a48cabab96b~tplv-resize:640:0.png,785,"[15.48, 21.48]",一汽红旗,316,中型车,汽油,2024.06,4年或10万公里
林肯,冒险家,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d39599a71b34b279c96d02bff066c3d~tplv-resize:640:0.png,773,"[21.58, 32.58]",长安林肯,317,紧凑型SUV,汽油,2024.03,5年或14万公里
哈弗,哈弗二代大狗PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d11ce6a2cca84e77aa13a17c6b3e461e~tplv-resize:640:0.png,771,"[15.48, 17.18]",长城汽车,318,中型SUV,插电式混合动力,2024.03,6年或15万公里
凌宝汽车,凌宝BOX,https://p3-dcd.byteimg.com/img/motor-mis-img/9d72dc64d09e5287ae96d903ebcc638d~tplv-resize:640:0.png,768,"[3.98, 6.88]",吉麦新能源,319,微型车,纯电动,2024.01,3年或6万公里
星途,星途瑶光,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fe5ba41003f242d994ad0722c4a9e34a~tplv-resize:640:0.png,767,"[13.28, 18.68]",星途,320,中型SUV,汽油,2024.07,3年或10万公里
标致,标致4008,https://p3-dcd.byteimg.com/img/motor-mis-img/736419b6347a430fa6ef5941234c9513~tplv-resize:640:0.png,752,"[12.97, 13.97]",东风标致,321,紧凑型SUV,汽油,2024.07,3年或10万公里
蔚来,蔚来ET7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/044f2a2afda542c68162110525721908~tplv-resize:640:0.png,749,"[42.8, 51.6]",蔚来,322,中大型车,纯电动,2024.04,3年或12万公里
奔驰,奔驰V级,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f5bc246451414001b02d5a442fa95fa0~tplv-resize:640:0.png,743,"[29.88, 65.98]",福建奔驰,323,中大型MPV,48V轻混系统,2024.08,3年或6万公里
启辰,启辰大V DD-i超混动,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d1e245dc33446edb0cd4bd7bd7ae3c0~tplv-resize:640:0.png,732,"[9.59, 13.49]",东风日产,324,紧凑型SUV,插电式混合动力,2023.07,6年或15万公里
捷达,捷达VS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/de7a72b2eda044a7aaeff1eca92504c1~tplv-resize:640:0.png,719,"[8.88, 13.39]",一汽-大众捷达,325,中型SUV,汽油,2024.04,3年或10万公里
吉利汽车,吉利ICON,https://p3-dcd.byteimg.com/img/motor-mis-img/1c4d6a1078cf0ab10fec8126528059d4~tplv-resize:640:0.png,718,"[8.89, 11.39]",吉利汽车,326,小型SUV,汽油,2024.05,4年或10万公里
福特,锐际,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e85d383a99d24b91b83a3b4e46f711fe~tplv-resize:640:0.png,716,"[13.48, 18.68]",长安福特,327,紧凑型SUV,汽油,2023.08,3年或10万公里
起亚,起亚K3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/472cba0cc0a54bd6aca66872589b2e1d~tplv-resize:640:0.png,707,"[7.69, 10.79]",起亚,328,紧凑型车,汽油,2024.02,3年或10万公里
奔驰,奔驰GLA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e7b3c594dd59465fa7a66c057a5901ed~tplv-resize:640:0.png,702,"[17.99, 22.69]",北京奔驰,329,紧凑型SUV,48V轻混系统,2023.11,3年不限公里
比亚迪,海豹,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/47aa2c230bd5475eabf82865b71fc484~tplv-resize:640:0.png,700,"[17.58, 24.98]",比亚迪,330,中型车,纯电动,2024.08,8年或15万公里
荣威,荣威i6 MAX EV,https://p3-dcd.byteimg.com/img/motor-mis-img/4a62b4c1ac07ae8e723dc417a5f06360~tplv-resize:640:0.png,694,"[15.28, 18.18]",上汽集团,332,紧凑型车,纯电动,2022.04,3年或10万公里
哪吒汽车,哪吒S,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f5b33847b129473f8fd1ea7239dc73f5~tplv-resize:640:0.png,693,"[15.48, 22.48]",合众汽车,333,中大型车,增程式,2023.07,4年或12万公里
奇瑞,探索06 C-DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fa192b151b914ddc900ebf49f02d00db~tplv-resize:640:0.png,691,"[12.29, 13.29]",奇瑞汽车,334,紧凑型SUV,插电式混合动力,2024.04,3年或10万公里
领克,领克09 EM-P,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f29a0b794aff4900a5d45b49a9a667e3~tplv-resize:640:0.png,686,"[25.69, 32.29]",领克,335,中大型SUV,插电式混合动力,2024.01,5年或10万公里
丰田,广汽丰田铂智4X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/07e52f01f31940cbbc530d237e7fc671~tplv-resize:640:0.png,681,"[15.98, 21.88]",广汽丰田,336,中型SUV,纯电动,2023.11,3年或10万公里
创维汽车,创维HT-i,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1f797a0102ab4d71ad0d47e960463d35~tplv-resize:640:0.png,677,"[12.58, 31.68]",创维汽车,337,中型SUV,插电式混合动力,2024.03,5年或15万公里
本田,ZR-V 致在,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d59738a62f53451bbcf05a4bc6bd907c~tplv-resize:640:0.png,674,"[10.49, 17.39]",广汽本田,338,紧凑型SUV,汽油,2023.02,3年或10万公里
昊铂,昊铂HT,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/973f2a8d61c04ed19d61f18aa9d5c08e~tplv-resize:640:0.png,673,"[21.39, 32.99]",广汽埃安新能源,339,中大型SUV,纯电动,2024.04,6年或15万公里
领克,领克01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/827fe2deca1b48ec9ded3e921232183c~tplv-resize:640:0.png,664,"[14.28, 18.38]",领克,340,紧凑型SUV,汽油,2024.04,4年或10万公里
